Epoch:  0, train_Precision: 38.63005245, train_Loss: 1.59488581
Epoch: 43, train_Precision: 81.51804998, train_Loss: 0.52866127
Epoch: 44, train_Precision: 82.50539957, train_Loss: 0.50789569
Epoch: 45, train_Precision: 82.65967294, train_Loss: 0.49146299
Epoch: 46, train_Precision: 84.48009873, train_Loss: 0.44890207
Epoch: 47, train_Precision: 83.98642394, train_Loss: 0.45832647
Epoch: 48, train_Precision: 83.30762110, train_Loss: 0.45662617
Epoch: 49, train_Precision: 83.58531317, train_Loss: 0.45943882
Epoch: 50, train_Precision: 85.09719222, train_Loss: 0.42384538
Epoch: 51, train_Precision: 85.25146560, train_Loss: 0.41411443
Epoch: 52, train_Precision: 84.07898797, train_Loss: 0.43127592
Epoch: 53, train_Precision: 84.85035483, train_Loss: 0.43794737
Epoch: 54, train_Precision: 85.43659364, train_Loss: 0.43873982
Epoch: 55, train_Precision: 85.09719222, train_Loss: 0.41634738
Epoch: 56, train_Precision: 86.82505400, train_Loss: 0.40431955
Epoch: 57, train_Precision: 87.22616476, train_Loss: 0.37627675
Epoch: 58, train_Precision: 85.74514039, train_Loss: 0.41607586
Epoch: 59, train_Precision: 85.86855909, train_Loss: 0.40419772
Epoch: 60, train_Precision: 85.86855909, train_Loss: 0.41571393
Epoch: 61, train_Precision: 85.25146560, train_Loss: 0.41555973
Epoch: 62, train_Precision: 86.63992595, train_Loss: 0.36928449
Epoch: 63, train_Precision: 87.78154890, train_Loss: 0.35764190
Epoch: 64, train_Precision: 87.50385683, train_Loss: 0.35410245
Epoch: 65, train_Precision: 87.47300216, train_Loss: 0.36258563
Epoch: 66, train_Precision: 87.87411293, train_Loss: 0.35842846
Epoch: 67, train_Precision: 87.25701944, train_Loss: 0.35131564
Epoch: 68, train_Precision: 87.78154890, train_Loss: 0.34123806
Epoch: 69, train_Precision: 88.12095032, train_Loss: 0.33910111
Epoch: 70, train_Precision: 88.52206109, train_Loss: 0.31760956
Epoch: 71, train_Precision: 88.61462512, train_Loss: 0.32331169
Epoch: 72, train_Precision: 87.41129281, train_Loss: 0.34365773
Epoch: 73, train_Precision: 88.98488121, train_Loss: 0.30818778
Epoch: 74, train_Precision: 88.67633446, train_Loss: 0.34005016
Epoch: 75, train_Precision: 88.73804381, train_Loss: 0.31905591
Epoch: 76, train_Precision: 89.60197470, train_Loss: 0.29531475
Epoch: 77, train_Precision: 88.70718914, train_Loss: 0.31375229
Epoch: 78, train_Precision: 89.32428263, train_Loss: 0.30356451
Epoch: 79, train_Precision: 89.38599198, train_Loss: 0.30241771
Epoch: 80, train_Precision: 87.93582228, train_Loss: 0.33582798
Epoch: 81, train_Precision: 90.40419624, train_Loss: 0.27607095
Epoch: 82, train_Precision: 89.17000926, train_Loss: 0.30261351
Epoch: 83, train_Precision: 90.09564949, train_Loss: 0.26943910
Epoch: 84, train_Precision: 90.68188831, train_Loss: 0.25910475
Epoch: 85, train_Precision: 90.52761493, train_Loss: 0.28160470
Epoch: 86, train_Precision: 90.06479482, train_Loss: 0.28210879
Epoch: 87, train_Precision: 90.49676026, train_Loss: 0.27617344
Epoch: 88, train_Precision: 90.43505091, train_Loss: 0.27989882
Epoch: 89, train_Precision: 90.43505091, train_Loss: 0.26871702
Epoch: 90, train_Precision: 89.32428263, train_Loss: 0.29350732
Epoch: 91, train_Precision: 91.63838322, train_Loss: 0.25497408
Epoch: 92, train_Precision: 91.94692996, train_Loss: 0.23415138
Epoch: 93, train_Precision: 90.95958038, train_Loss: 0.24472925
Epoch: 94, train_Precision: 92.34804073, train_Loss: 0.22389172
Epoch: 95, train_Precision: 91.42240049, train_Loss: 0.23665231
Epoch: 96, train_Precision: 91.48410984, train_Loss: 0.24871671
Epoch: 97, train_Precision: 91.42240049, train_Loss: 0.23916409
Epoch: 98, train_Precision: 91.97778463, train_Loss: 0.22245998
Epoch: 99, train_Precision: 91.88522061, train_Loss: 0.22298913
Epoch: 100, train_Precision: 92.71829682, train_Loss: 0.21336406
Epoch: 101, train_Precision: 92.19376736, train_Loss: 0.22271183
Epoch: 102, train_Precision: 92.37889540, train_Loss: 0.21772130
Epoch: 103, train_Precision: 92.16291268, train_Loss: 0.23023726
Epoch: 104, train_Precision: 93.36624499, train_Loss: 0.20427131
Epoch: 105, train_Precision: 92.40975008, train_Loss: 0.21891179
Epoch: 106, train_Precision: 91.17556310, train_Loss: 0.25639409
Epoch: 107, train_Precision: 92.68744215, train_Loss: 0.20745988
Epoch: 108, train_Precision: 92.50231410, train_Loss: 0.21621099
Epoch: 109, train_Precision: 92.03949398, train_Loss: 0.23382817
Epoch: 110, train_Precision: 92.19376736, train_Loss: 0.21262287
Epoch: 111, train_Precision: 93.27368096, train_Loss: 0.19649711
Epoch: 112, train_Precision: 93.64393706, train_Loss: 0.18321585
Epoch: 113, train_Precision: 93.70564641, train_Loss: 0.20323407
Epoch: 114, train_Precision: 93.11940759, train_Loss: 0.20413625
Epoch: 115, train_Precision: 93.85991978, train_Loss: 0.18959713
Epoch: 116, train_Precision: 92.50231410, train_Loss: 0.21799746
Epoch: 117, train_Precision: 93.24282629, train_Loss: 0.20189330
Epoch: 118, train_Precision: 92.65658747, train_Loss: 0.21348180
Epoch: 119, train_Precision: 92.96513422, train_Loss: 0.20606695
Epoch: 120, train_Precision: 93.45880901, train_Loss: 0.18700532
Epoch: 121, train_Precision: 94.44615859, train_Loss: 0.16681190
Epoch: 122, train_Precision: 93.67479173, train_Loss: 0.16919251
Epoch: 123, train_Precision: 94.47701327, train_Loss: 0.15355877
Epoch: 124, train_Precision: 94.72385066, train_Loss: 0.15146799
Epoch: 125, train_Precision: 94.35359457, train_Loss: 0.16392543
Epoch: 126, train_Precision: 93.95248380, train_Loss: 0.18088668
Epoch: 127, train_Precision: 95.03239741, train_Loss: 0.13958477
Epoch: 128, train_Precision: 94.19932120, train_Loss: 0.15588266
Epoch: 129, train_Precision: 94.53872262, train_Loss: 0.16052116
Epoch: 130, train_Precision: 93.98333848, train_Loss: 0.18392182
Epoch: 131, train_Precision: 94.78556001, train_Loss: 0.15569008
Epoch: 132, train_Precision: 94.44615859, train_Loss: 0.17039844
Epoch: 133, train_Precision: 94.75470534, train_Loss: 0.15712574
Epoch: 134, train_Precision: 95.31008948, train_Loss: 0.13693069
Epoch: 135, train_Precision: 94.72385066, train_Loss: 0.14381818
Epoch: 136, train_Precision: 95.09410676, train_Loss: 0.15262579
Epoch: 137, train_Precision: 94.13761185, train_Loss: 0.15513443
Epoch: 138, train_Precision: 94.75470534, train_Loss: 0.15246433
Epoch: 139, train_Precision: 94.97068806, train_Loss: 0.14666139
Epoch: 140, train_Precision: 95.21752546, train_Loss: 0.15285400
Epoch: 141, train_Precision: 94.38444924, train_Loss: 0.16774844
Epoch: 142, train_Precision: 95.68034557, train_Loss: 0.12375853
Epoch: 143, train_Precision: 94.97068806, train_Loss: 0.14935403
Epoch: 144, train_Precision: 95.15581611, train_Loss: 0.13867511
Epoch: 145, train_Precision: 94.60043197, train_Loss: 0.14478312
Epoch: 146, train_Precision: 95.40265350, train_Loss: 0.13854623
Epoch: 147, train_Precision: 95.40265350, train_Loss: 0.12565276
Epoch: 148, train_Precision: 95.46436285, train_Loss: 0.14343182
Epoch: 149, train_Precision: 95.89632829, train_Loss: 0.11952481
Epoch: 150, train_Precision: 96.51342178, train_Loss: 0.11599692
Epoch: 151, train_Precision: 96.20487504, train_Loss: 0.11679099
Epoch: 152, train_Precision: 94.66214131, train_Loss: 0.14977248
Epoch: 153, train_Precision: 96.20487504, train_Loss: 0.11681601
Epoch: 154, train_Precision: 95.95803764, train_Loss: 0.12142475
Epoch: 155, train_Precision: 96.29743906, train_Loss: 0.11501469
Epoch: 156, train_Precision: 96.05060167, train_Loss: 0.11842015
Epoch: 157, train_Precision: 95.89632829, train_Loss: 0.11675697
Epoch: 158, train_Precision: 95.74205492, train_Loss: 0.11958655
Epoch: 159, train_Precision: 96.35914841, train_Loss: 0.11742758
Epoch: 160, train_Precision: 96.29743906, train_Loss: 0.11632941
Epoch: 161, train_Precision: 96.42085776, train_Loss: 0.10285861
Epoch: 162, train_Precision: 96.72940450, train_Loss: 0.10434526
Epoch: 163, train_Precision: 97.13051527, train_Loss: 0.10284514
Epoch: 164, train_Precision: 95.98889232, train_Loss: 0.11280833
Epoch: 165, train_Precision: 96.23572971, train_Loss: 0.10557180
Epoch: 166, train_Precision: 95.61863622, train_Loss: 0.11513362
Epoch: 167, train_Precision: 96.08145634, train_Loss: 0.11785265
Epoch: 168, train_Precision: 96.85282320, train_Loss: 0.10474203
Epoch: 169, train_Precision: 97.80931811, train_Loss: 0.07458063
Epoch: 170, train_Precision: 96.82196853, train_Loss: 0.09689139
Epoch: 171, train_Precision: 96.88367788, train_Loss: 0.09206418
Epoch: 172, train_Precision: 96.82196853, train_Loss: 0.10185383
Epoch: 173, train_Precision: 96.35914841, train_Loss: 0.10939825
Epoch: 174, train_Precision: 95.98889232, train_Loss: 0.12067221
Epoch: 175, train_Precision: 95.40265350, train_Loss: 0.12623791
Epoch: 176, train_Precision: 96.97624190, train_Loss: 0.09638686
Epoch: 177, train_Precision: 97.06880592, train_Loss: 0.08484287
Epoch: 178, train_Precision: 96.85282320, train_Loss: 0.10286805
Epoch: 179, train_Precision: 95.61863622, train_Loss: 0.12715823
Epoch: 180, train_Precision: 96.29743906, train_Loss: 0.10401724
Epoch: 181, train_Precision: 96.51342178, train_Loss: 0.10930207
Epoch: 182, train_Precision: 96.88367788, train_Loss: 0.09069537
Epoch: 183, train_Precision: 96.97624190, train_Loss: 0.09973511
Epoch: 184, train_Precision: 96.57513113, train_Loss: 0.11481334
Epoch: 185, train_Precision: 96.11231102, train_Loss: 0.12267563
Epoch: 186, train_Precision: 96.32829374, train_Loss: 0.10734815
Epoch: 187, train_Precision: 95.86547362, train_Loss: 0.12034664
Epoch: 188, train_Precision: 96.69854983, train_Loss: 0.09630863
Epoch: 189, train_Precision: 96.79111385, train_Loss: 0.09562774
Epoch: 190, train_Precision: 97.03795125, train_Loss: 0.08948474
Epoch: 191, train_Precision: 97.71675409, train_Loss: 0.07421781
Epoch: 192, train_Precision: 97.71675409, train_Loss: 0.07791990
Epoch: 193, train_Precision: 97.74760876, train_Loss: 0.06823939
Epoch: 194, train_Precision: 97.37735267, train_Loss: 0.07519202
Epoch: 195, train_Precision: 97.28478865, train_Loss: 0.08395661
Epoch: 196, train_Precision: 97.34649799, train_Loss: 0.08611935
Epoch: 197, train_Precision: 97.77846344, train_Loss: 0.07490710
Epoch: 198, train_Precision: 97.62419006, train_Loss: 0.07566492
Epoch: 199, train_Precision: 98.51897562, train_Loss: 0.05180975
