Epoch:  0, train_Precision: 24.89972231, train_Loss: 2.67904144
Epoch: 31, train_Precision: 73.71181734, train_Loss: 0.69911456
Epoch: 32, train_Precision: 72.78617711, train_Loss: 0.71349017
Epoch: 33, train_Precision: 74.97685899, train_Loss: 0.67991190
Epoch: 34, train_Precision: 76.08762728, train_Loss: 0.67766791
Epoch: 35, train_Precision: 75.77908053, train_Loss: 0.65604633
Epoch: 36, train_Precision: 76.33446467, train_Loss: 0.63902343
Epoch: 37, train_Precision: 77.19839556, train_Loss: 0.62576592
Epoch: 38, train_Precision: 76.36531935, train_Loss: 0.63637246
Epoch: 39, train_Precision: 75.84078988, train_Loss: 0.66021459
Epoch: 40, train_Precision: 77.19839556, train_Loss: 0.63377123
Epoch: 41, train_Precision: 77.38352360, train_Loss: 0.61132155
Epoch: 42, train_Precision: 77.96976242, train_Loss: 0.59767887
Epoch: 43, train_Precision: 75.99506325, train_Loss: 0.64724756
Epoch: 44, train_Precision: 78.34001851, train_Loss: 0.58551942
Epoch: 45, train_Precision: 80.68497377, train_Loss: 0.55053670
Epoch: 46, train_Precision: 79.08053070, train_Loss: 0.56799923
Epoch: 47, train_Precision: 82.01172478, train_Loss: 0.50828549
Epoch: 48, train_Precision: 80.16044431, train_Loss: 0.55007379
Epoch: 49, train_Precision: 81.61061401, train_Loss: 0.51394272
Epoch: 50, train_Precision: 81.05522987, train_Loss: 0.52059439
Epoch: 51, train_Precision: 81.08608454, train_Loss: 0.51945518
Epoch: 52, train_Precision: 80.34557235, train_Loss: 0.54786798
Epoch: 53, train_Precision: 81.79574205, train_Loss: 0.51323365
Epoch: 54, train_Precision: 82.99907436, train_Loss: 0.47702350
Epoch: 55, train_Precision: 84.17155199, train_Loss: 0.46398714
Epoch: 56, train_Precision: 83.40018513, train_Loss: 0.48095843
Epoch: 57, train_Precision: 81.57975933, train_Loss: 0.51803740
Epoch: 58, train_Precision: 83.02992903, train_Loss: 0.47397067
Epoch: 59, train_Precision: 82.22770750, train_Loss: 0.49846194
Epoch: 60, train_Precision: 85.37488429, train_Loss: 0.41701557
Epoch: 61, train_Precision: 81.82659673, train_Loss: 0.49443072
Epoch: 62, train_Precision: 84.01727862, train_Loss: 0.44048156
Epoch: 63, train_Precision: 85.22061092, train_Loss: 0.41353175
Epoch: 64, train_Precision: 85.31317495, train_Loss: 0.42830409
Epoch: 65, train_Precision: 85.93026844, train_Loss: 0.40126233
Epoch: 66, train_Precision: 84.85035483, train_Loss: 0.42163782
Epoch: 67, train_Precision: 86.70163530, train_Loss: 0.38747401
Epoch: 68, train_Precision: 85.83770441, train_Loss: 0.41362390
Epoch: 69, train_Precision: 86.57821660, train_Loss: 0.39111524
Epoch: 70, train_Precision: 85.96112311, train_Loss: 0.40659050
Epoch: 71, train_Precision: 86.94847269, train_Loss: 0.37688822
Epoch: 72, train_Precision: 86.91761802, train_Loss: 0.37070519
Epoch: 73, train_Precision: 86.45479790, train_Loss: 0.39177358
Epoch: 74, train_Precision: 86.36223388, train_Loss: 0.38003382
Epoch: 75, train_Precision: 85.68343104, train_Loss: 0.39121830
Epoch: 76, train_Precision: 86.63992595, train_Loss: 0.37324886
Epoch: 77, train_Precision: 86.94847269, train_Loss: 0.39667909
Epoch: 78, train_Precision: 88.15180500, train_Loss: 0.33713843
Epoch: 79, train_Precision: 88.42949707, train_Loss: 0.32804756
Epoch: 80, train_Precision: 86.79419932, train_Loss: 0.35489110
Epoch: 81, train_Precision: 89.47855600, train_Loss: 0.31356499
Epoch: 82, train_Precision: 88.86146251, train_Loss: 0.31318385
Epoch: 83, train_Precision: 88.79975316, train_Loss: 0.31805364
Epoch: 84, train_Precision: 89.23171861, train_Loss: 0.31163621
Epoch: 85, train_Precision: 88.79975316, train_Loss: 0.32953055
Epoch: 86, train_Precision: 88.86146251, train_Loss: 0.30585562
Epoch: 87, train_Precision: 88.33693305, train_Loss: 0.32078749
Epoch: 88, train_Precision: 86.39308855, train_Loss: 0.36624484
Epoch: 89, train_Precision: 89.54026535, train_Loss: 0.29588941
Epoch: 90, train_Precision: 89.13915458, train_Loss: 0.30467177
Epoch: 91, train_Precision: 89.13915458, train_Loss: 0.30536636
Epoch: 92, train_Precision: 89.29342795, train_Loss: 0.31118478
Epoch: 93, train_Precision: 90.34248689, train_Loss: 0.27555324
Epoch: 94, train_Precision: 89.01573588, train_Loss: 0.32201581
Epoch: 95, train_Precision: 89.44770133, train_Loss: 0.27642431
Epoch: 96, train_Precision: 90.12650417, train_Loss: 0.26233456
Epoch: 97, train_Precision: 90.46590558, train_Loss: 0.27582058
Epoch: 98, train_Precision: 90.49676026, train_Loss: 0.27103277
Epoch: 99, train_Precision: 91.02128973, train_Loss: 0.25185878
Epoch: 100, train_Precision: 91.45325517, train_Loss: 0.25028162
Epoch: 101, train_Precision: 90.34248689, train_Loss: 0.27151562
Epoch: 102, train_Precision: 91.54581919, train_Loss: 0.24789294
Epoch: 103, train_Precision: 91.20641777, train_Loss: 0.25834892
Epoch: 104, train_Precision: 91.51496452, train_Loss: 0.24352822
Epoch: 105, train_Precision: 89.91052144, train_Loss: 0.28394062
Epoch: 106, train_Precision: 91.88522061, train_Loss: 0.23630431
Epoch: 107, train_Precision: 90.58932428, train_Loss: 0.26752681
Epoch: 108, train_Precision: 91.91607529, train_Loss: 0.23292706
Epoch: 109, train_Precision: 93.21197161, train_Loss: 0.19078716
Epoch: 110, train_Precision: 91.51496452, train_Loss: 0.23832132
Epoch: 111, train_Precision: 93.05769824, train_Loss: 0.20626421
Epoch: 112, train_Precision: 93.11940759, train_Loss: 0.19890269
Epoch: 113, train_Precision: 91.45325517, train_Loss: 0.23618518
Epoch: 114, train_Precision: 92.74915150, train_Loss: 0.20745749
Epoch: 115, train_Precision: 92.00863931, train_Loss: 0.22168913
Epoch: 116, train_Precision: 92.68744215, train_Loss: 0.20923912
Epoch: 117, train_Precision: 92.99598889, train_Loss: 0.19249515
Epoch: 118, train_Precision: 92.62573280, train_Loss: 0.20503016
Epoch: 119, train_Precision: 92.90342487, train_Loss: 0.19837364
Epoch: 120, train_Precision: 93.02684357, train_Loss: 0.20953957
Epoch: 121, train_Precision: 92.16291268, train_Loss: 0.21978216
Epoch: 122, train_Precision: 92.90342487, train_Loss: 0.20767918
Epoch: 123, train_Precision: 92.37889540, train_Loss: 0.20301053
Epoch: 124, train_Precision: 93.42795434, train_Loss: 0.18541825
Epoch: 125, train_Precision: 94.32273990, train_Loss: 0.16739290
Epoch: 126, train_Precision: 94.04504782, train_Loss: 0.17234934
Epoch: 127, train_Precision: 92.03949398, train_Loss: 0.21827167
Epoch: 128, train_Precision: 93.64393706, train_Loss: 0.19128304
Epoch: 129, train_Precision: 93.05769824, train_Loss: 0.19943081
Epoch: 130, train_Precision: 94.56957729, train_Loss: 0.15464618
Epoch: 131, train_Precision: 94.90897871, train_Loss: 0.15875988
Epoch: 132, train_Precision: 94.44615859, train_Loss: 0.16648268
Epoch: 133, train_Precision: 94.07590250, train_Loss: 0.17441014
Epoch: 134, train_Precision: 93.70564641, train_Loss: 0.18376732
Epoch: 135, train_Precision: 94.23017587, train_Loss: 0.16691801
Epoch: 136, train_Precision: 95.09410676, train_Loss: 0.15251265
Epoch: 137, train_Precision: 94.32273990, train_Loss: 0.15396550
Epoch: 138, train_Precision: 94.44615859, train_Loss: 0.14979546
Epoch: 139, train_Precision: 94.16846652, train_Loss: 0.17553425
Epoch: 140, train_Precision: 94.16846652, train_Loss: 0.18337190
Epoch: 141, train_Precision: 94.66214131, train_Loss: 0.14687961
Epoch: 142, train_Precision: 95.37179883, train_Loss: 0.13924917
Epoch: 143, train_Precision: 95.80376427, train_Loss: 0.12282396
Epoch: 144, train_Precision: 94.50786794, train_Loss: 0.14575819
Epoch: 145, train_Precision: 93.85991978, train_Loss: 0.17228510
Epoch: 146, train_Precision: 95.34094415, train_Loss: 0.14196439
Epoch: 147, train_Precision: 95.18667078, train_Loss: 0.12613170
Epoch: 148, train_Precision: 96.35914841, train_Loss: 0.11046085
Epoch: 149, train_Precision: 95.09410676, train_Loss: 0.13857268
Epoch: 150, train_Precision: 96.54427646, train_Loss: 0.10071275
Epoch: 151, train_Precision: 95.24838013, train_Loss: 0.14136901
Epoch: 152, train_Precision: 94.01419315, train_Loss: 0.15886020
Epoch: 153, train_Precision: 95.06325208, train_Loss: 0.14236509
Epoch: 154, train_Precision: 95.49521753, train_Loss: 0.13780648
Epoch: 155, train_Precision: 95.03239741, train_Loss: 0.14684668
Epoch: 156, train_Precision: 94.97068806, train_Loss: 0.14676238
Epoch: 157, train_Precision: 95.37179883, train_Loss: 0.12741193
Epoch: 158, train_Precision: 95.46436285, train_Loss: 0.12821345
Epoch: 159, train_Precision: 95.49521753, train_Loss: 0.13390008
Epoch: 160, train_Precision: 95.89632829, train_Loss: 0.11605153
Epoch: 161, train_Precision: 95.71120025, train_Loss: 0.12904990
Epoch: 162, train_Precision: 95.77290960, train_Loss: 0.12371020
Epoch: 163, train_Precision: 95.92718297, train_Loss: 0.11577529
Epoch: 164, train_Precision: 96.82196853, train_Loss: 0.09327633
Epoch: 165, train_Precision: 95.86547362, train_Loss: 0.11863154
Epoch: 166, train_Precision: 96.69854983, train_Loss: 0.09412880
Epoch: 167, train_Precision: 96.85282320, train_Loss: 0.09204244
Epoch: 168, train_Precision: 95.92718297, train_Loss: 0.11559301
Epoch: 169, train_Precision: 96.26658439, train_Loss: 0.10285938
Epoch: 170, train_Precision: 96.11231102, train_Loss: 0.10547635
Epoch: 171, train_Precision: 96.20487504, train_Loss: 0.11242317
Epoch: 172, train_Precision: 96.48256711, train_Loss: 0.10667193
Epoch: 173, train_Precision: 95.95803764, train_Loss: 0.12088722
Epoch: 174, train_Precision: 96.11231102, train_Loss: 0.11333824
Epoch: 175, train_Precision: 96.39000309, train_Loss: 0.09969371
Epoch: 176, train_Precision: 96.42085776, train_Loss: 0.09731355
Epoch: 177, train_Precision: 96.29743906, train_Loss: 0.10904542
Epoch: 178, train_Precision: 96.82196853, train_Loss: 0.09905908
Epoch: 179, train_Precision: 97.59333539, train_Loss: 0.07177815
Epoch: 180, train_Precision: 96.39000309, train_Loss: 0.10185849
Epoch: 181, train_Precision: 96.42085776, train_Loss: 0.11034827
Epoch: 182, train_Precision: 97.40820734, train_Loss: 0.07610703
Epoch: 183, train_Precision: 95.18667078, train_Loss: 0.13208110
Epoch: 184, train_Precision: 95.64949090, train_Loss: 0.12515385
Epoch: 185, train_Precision: 96.57513113, train_Loss: 0.10612939
Epoch: 186, train_Precision: 96.35914841, train_Loss: 0.10627938
Epoch: 187, train_Precision: 97.09966060, train_Loss: 0.08491186
Epoch: 188, train_Precision: 97.03795125, train_Loss: 0.09336429
Epoch: 189, train_Precision: 96.29743906, train_Loss: 0.11737448
Epoch: 190, train_Precision: 97.06880592, train_Loss: 0.08839272
Epoch: 191, train_Precision: 97.62419006, train_Loss: 0.07664809
Epoch: 192, train_Precision: 97.03795125, train_Loss: 0.09380866
Epoch: 193, train_Precision: 97.96359148, train_Loss: 0.06793592
Epoch: 194, train_Precision: 97.68589941, train_Loss: 0.06924069
Epoch: 195, train_Precision: 97.62419006, train_Loss: 0.07878289
Epoch: 196, train_Precision: 97.99444616, train_Loss: 0.06157307
Epoch: 197, train_Precision: 97.96359148, train_Loss: 0.06443130
Epoch: 198, train_Precision: 98.33384758, train_Loss: 0.05967613
Epoch: 199, train_Precision: 98.24128355, train_Loss: 0.05571743
